,X,Y
396,3,11500.0
397,3,26800.0
398,2,17400.0
399,0,56600.0
400,5,11000.0
401,0,88700.0
402,2,64800.0
403,2,99900.0
404,0,30200.0
405,1,110000.0
406,2,27300.0
407,3,1600.0
408,1,65800.0
409,1,107700.0
410,1,41400.0
411,0,24900.0
412,0,53100.0
413,2,90800.0
414,3,46900.0
415,1,44800.0
416,1,138900.0
417,2,58400.0
418,0,55900.0
419,1,44400.0
420,4,81600.0
421,2,53400.0
422,1,43700.0
423,3,33800.0
424,1,17700.0
425,2,83100.0
426,1,47200.0
427,2,91300.0
428,3,21800.0
429,0,12200.0
430,4,51000.0
431,1,33100.0
432,1,74400.0
433,0,
434,1,46600.0
435,0,21700.0
436,3,28000.0
437,0,85300.0
438,4,40900.0
439,1,33000.0
440,1,149400.0
441,3,3600.0
442,3,28900.0
443,2,33700.0
444,2,28600.0
445,2,5800.0
446,0,51300.0
447,0,20800.0
448,0,15400.0
449,1,105400.0
450,2,9300.0
451,1,133400.0
452,2,89600.0
453,0,123100.0
454,4,94200.0
455,4,60300.0
456,2,21200.0
457,2,45300.0
458,2,116100.0
459,2,41200.0
460,1,53200.0
461,2,33400.0
462,1,38500.0
463,1,53000.0
464,2,22700.0
465,2,69000.0
466,2,19100.0
467,1,63300.0
468,1,37100.0
469,2,13500.0
470,1,58000.0
471,2,24200.0
472,0,27300.0
473,2,55100.0
474,2,80800.0
475,0,60100.0
476,1,167100.0
477,0,0.0
478,1,27200.0
479,2,88400.0
480,1,5400.0
481,3,79500.0
482,2,18600.0
483,1,16200.0
484,3,18800.0
485,3,64800.0
486,3,69500.0
487,2,44900.0
488,2,11300.0
489,3,
490,2,29800.0
491,1,38500.0
492,1,9600.0
493,2,39700.0
494,1,112000.0
495,0,90500.0
496,3,13800.0
497,0,96200.0
498,2,
499,4,22500.0
500,2,21100.0
501,3,5800.0
502,3,6200.0
503,1,151100.0
504,2,73800.0
505,3,88100.0
506,2,50200.0
507,4,50500.0
508,0,41600.0
509,2,24100.0
510,1,7700.0
511,2,68700.0
512,1,79500.0
513,1,111300.0
514,2,68700.0
515,1,63000.0
516,0,35400.0
517,1,33300.0
518,0,42500.0
519,2,55200.0
520,0,35000.0
521,1,12600.0
522,2,20100.0
523,4,55500.0
524,1,5200.0
525,1,4900.0
526,1,20900.0
527,5,46600.0
528,2,9100.0
529,2,17800.0
530,1,55200.0
531,1,30100.0
532,0,39800.0
533,4,81700.0
534,0,79700.0
535,2,187400.0
536,3,114400.0
537,2,23900.0
538,0,49100.0
539,1,38800.0
540,3,40800.0
541,4,81900.0
542,1,30700.0
543,2,130000.0
544,2,69600.0
545,2,10900.0
546,1,3000.0
547,1,50000.0
548,1,37900.0
549,0,29000.0
550,1,13600.0
551,2,48800.0
552,2,85500.0
553,2,15500.0
554,2,22300.0
555,1,59100.0
556,0,55600.0
557,3,41200.0
558,5,84700.0
559,0,51100.0
560,2,2600.0
561,2,75600.0
562,0,38100.0
563,2,15400.0
564,1,92200.0
565,0,88100.0
566,1,4700.0
567,2,65100.0
568,2,16800.0
569,1,77900.0
570,3,100700.0
571,0,30200.0
572,2,0.0
573,1,30600.0
574,3,50600.0
575,1,21400.0
576,3,100500.0
577,1,63400.0
578,1,96100.0
579,1,52200.0
580,2,136900.0
581,1,39700.0
582,2,97500.0
583,2,2500.0
584,1,12700.0
585,2,38300.0
586,0,29700.0
587,2,99800.0
588,1,13300.0
589,3,7800.0
590,1,13600.0
591,2,4800.0
592,4,106500.0
593,0,35600.0
594,0,70500.0
595,2,91000.0
596,3,43000.0
597,1,79300.0
598,2,20800.0
599,0,37500.0
600,0,16800.0
601,1,14100.0
602,2,43700.0
603,3,36900.0
604,1,19600.0
605,3,29100.0
606,1,56400.0
607,1,71800.0
608,0,9000.0
609,1,45900.0
610,1,133700.0
611,1,78900.0
612,3,13200.0
613,2,38800.0
614,0,78600.0
615,2,9200.0
616,1,108100.0
617,1,98900.0
618,3,113200.0
619,1,29400.0
620,2,69800.0
621,3,43500.0
622,3,17700.0
623,0,12600.0
624,0,13700.0
625,1,11500.0
626,1,72700.0
627,1,50000.0
628,1,62900.0
629,2,11400.0
630,1,13500.0
631,1,26800.0
632,2,34400.0
633,1,5600.0
634,1,32800.0
635,1,19100.0
636,0,65400.0
637,2,58900.0
638,1,31100.0
639,0,20000.0
640,3,25200.0
641,1,30400.0
642,1,46400.0
643,4,41000.0
644,2,74500.0
645,0,1000.0
646,1,67500.0
647,2,23000.0
648,2,75700.0
649,2,9400.0
650,1,6800.0
651,2,
652,1,26500.0
653,1,29900.0
654,1,29600.0
655,2,20500.0
656,1,119800.0
657,0,64600.0
658,2,16600.0
659,1,91000.0
660,1,61500.0
661,1,117600.0
662,1,7400.0
663,2,15300.0
664,2,110700.0
665,2,91000.0
666,0,12100.0
667,0,41600.0
668,1,7800.0
669,0,19000.0
670,1,75700.0
671,1,110400.0
672,1,87800.0
673,2,62000.0
674,0,47100.0
675,2,
676,1,19000.0
677,4,14700.0
678,1,17000.0
679,2,37300.0
680,2,71200.0
681,5,28700.0
682,2,50900.0
683,2,25900.0
684,1,109600.0
685,2,86500.0
686,3,15800.0
687,1,43400.0
688,2,55700.0
689,1,39500.0
690,0,34900.0
691,2,51900.0
692,3,57100.0
693,2,60100.0
694,1,65100.0
695,2,103600.0
696,1,18500.0
697,1,22200.0
698,3,93200.0
699,0,20300.0
700,1,33400.0
701,3,99500.0
702,2,3200.0
703,1,29800.0
704,0,22100.0
705,3,33600.0
706,1,169800.0
707,1,62000.0
708,1,89000.0
709,1,12700.0
710,1,18300.0
711,2,53000.0
712,1,26500.0
713,0,22600.0
714,2,80600.0
715,2,45200.0
716,2,43300.0
717,2,65000.0
718,2,155300.0
719,2,33800.0
720,1,9200.0
721,2,52400.0
722,1,110000.0
723,1,12600.0
724,1,63400.0
725,4,89900.0
726,1,42700.0
727,2,49400.0
728,2,6700.0
729,0,267300.0
730,1,35800.0
731,0,21600.0
732,1,41000.0
733,2,25900.0
734,2,45900.0
735,0,4900.0
736,4,98100.0
737,2,24300.0
738,0,46600.0
739,1,31400.0
740,1,84300.0
741,1,43800.0
742,1,74800.0
743,0,41800.0
744,3,66200.0
745,2,29900.0
746,1,9300.0
747,1,56100.0
748,1,57200.0
749,3,62300.0
750,1,65800.0
751,1,31700.0
752,2,24300.0
753,1,29500.0
754,2,119000.0
755,3,40200.0
756,1,64600.0
757,2,34400.0
758,1,112500.0
759,0,37600.0
760,2,51300.0
761,1,12200.0
762,1,136200.0
763,2,121800.0
764,3,55900.0
765,0,11400.0
766,0,34500.0
767,3,4000.0
768,1,51000.0
769,0,51500.0
770,3,19200.0
771,1,34500.0
772,0,91300.0
773,2,61200.0
774,2,19900.0
775,1,270300.0
776,1,64100.0
777,1,25800.0
778,2,10700.0
779,2,900.0
780,0,75100.0
781,1,102100.0
782,4,56700.0
783,1,60500.0
784,0,104800.0
785,1,20100.0
786,2,25100.0
787,2,49600.0
788,2,106900.0
789,2,55000.0
790,0,84700.0
791,0,161000.0
792,0,112400.0
793,0,72300.0
794,2,12200.0
795,0,44500.0
796,1,76800.0
797,2,75800.0
798,1,33800.0
799,2,10500.0
800,2,42000.0
801,0,3600.0
802,0,93000.0
803,0,75200.0
804,1,21000.0
805,4,15900.0
806,0,35300.0
807,0,29100.0
808,2,
809,1,71900.0
810,2,111200.0
811,2,29600.0
812,1,72400.0
813,2,78800.0
814,3,46600.0
815,1,30900.0
816,1,35000.0
817,2,8900.0
818,2,97500.0
819,0,35400.0
820,3,50800.0
821,0,42500.0
822,1,
823,1,17900.0
824,3,5500.0
825,4,18100.0
826,1,82900.0
827,3,169700.0
828,2,62600.0
829,4,215300.0
830,0,79700.0
831,1,77500.0
832,1,50800.0
833,2,33200.0
834,1,3900.0
835,2,19000.0
836,1,40100.0
837,0,66700.0
838,3,19300.0
839,3,102200.0
840,2,47900.0
841,0,3700.0
842,2,11600.0
843,1,11600.0
844,1,29000.0
845,1,8800.0
846,3,74100.0
847,0,50500.0
848,1,74200.0
849,1,16700.0
850,3,59900.0
851,2,
852,1,84500.0
853,2,72200.0
854,0,
855,3,86400.0
856,3,65700.0
857,0,67400.0
858,2,24000.0
859,1,190000.0
860,0,6900.0
861,3,29700.0
862,0,11400.0
863,1,6700.0
864,2,95600.0
865,1,32100.0
866,2,24500.0
867,2,60200.0
868,1,27800.0
869,4,32300.0
870,1,24000.0
871,3,78800.0
872,0,9000.0
873,0,62200.0
874,1,22600.0
875,0,26300.0
876,1,54300.0
877,1,47600.0
878,0,176700.0
879,1,91000.0
880,1,60300.0
881,1,44800.0
882,1,32200.0
883,1,39400.0
884,3,18800.0
885,1,28100.0
886,1,33300.0
887,1,42500.0
888,2,39600.0
889,2,48800.0
890,0,17300.0
891,1,51200.0
892,3,82700.0
893,1,44400.0
894,1,30700.0
895,1,62400.0
896,3,29500.0
897,1,40600.0
898,1,33700.0
899,1,45600.0
900,4,51200.0
901,1,60900.0
902,1,12400.0
903,2,62800.0
904,1,90100.0
905,0,15300.0
906,2,131800.0
907,1,91600.0
908,3,105600.0
909,2,32400.0
910,2,43500.0
911,3,41200.0
912,0,50500.0
913,2,90300.0
914,4,19800.0
915,1,79500.0
916,1,14700.0
917,1,29400.0
918,1,39500.0
919,2,3200.0
920,2,79500.0
921,3,191900.0
922,1,27500.0
923,2,89800.0
924,0,187900.0
925,2,15000.0
926,1,113600.0
927,3,25600.0
928,1,105300.0
929,2,11500.0
930,2,15700.0
931,0,177500.0
932,2,21600.0
933,1,16600.0
934,1,90500.0
935,1,6500.0
936,2,10200.0
937,0,43700.0
938,1,19900.0
939,1,30900.0
940,0,21300.0
941,2,4000.0
942,3,13800.0
943,1,82000.0
944,3,122300.0
945,3,37200.0
946,1,67200.0
947,0,19600.0
948,3,13900.0
949,0,10300.0
950,0,6200.0
951,1,14300.0
952,1,36800.0
953,2,44200.0
954,1,38400.0
955,2,53800.0
956,0,65800.0
957,1,48800.0
958,4,74200.0
959,1,50000.0
960,2,34200.0
961,2,44100.0
962,2,22500.0
963,0,32800.0
964,1,14900.0
965,2,23900.0
966,4,3800.0
967,1,113000.0
968,1,20600.0
969,0,38600.0
970,1,16400.0
971,1,133500.0
972,2,31200.0
973,1,33200.0
974,2,30800.0
975,0,29500.0
976,1,8900.0
977,2,75800.0
978,3,17200.0
979,1,58100.0
980,1,54800.0
981,1,6000.0
982,2,49100.0
983,2,31100.0
984,1,57500.0
985,1,38100.0
986,3,12200.0
987,0,124600.0
988,1,15000.0
989,1,38400.0
990,0,31800.0
991,1,10400.0
992,3,25200.0
993,3,88400.0
994,1,104400.0
995,1,45400.0
996,2,22700.0
997,1,14700.0
998,0,
999,0,45700.0
1000,0,43700.0
1001,2,0.0
1002,1,88500.0
1003,0,21300.0
1004,1,63900.0
1005,2,20500.0
1006,2,10100.0
1007,2,81100.0
1008,2,36500.0
1009,1,42500.0
1010,4,123500.0
1011,0,19000.0
1012,0,7700.0
1013,1,8600.0
1014,0,22200.0
1015,4,133600.0
1016,1,67200.0
1017,0,80800.0
1018,2,57900.0
1019,1,37000.0
1020,1,14900.0
1021,3,108600.0
1022,2,94100.0
1023,0,144600.0
1024,1,17300.0
1025,2,4300.0
1026,0,26000.0
1027,0,37400.0
1028,0,116400.0
1029,0,40300.0
1030,3,41300.0
1031,1,55600.0
1032,2,229200.0
1033,0,121300.0
1034,0,63800.0
1035,0,17600.0
1036,2,119600.0
1037,1,37400.0
1038,2,27000.0
1039,0,18200.0
1040,1,16300.0
1041,3,22700.0
1042,2,49100.0
1043,3,10700.0
1044,2,63900.0
1045,1,68200.0
1046,1,114400.0
1047,1,163300.0
1048,1,11800.0
1049,1,47500.0
1050,1,31400.0
1051,1,26900.0
1052,3,22800.0
1053,1,39000.0
1054,1,199000.0
1055,2,53100.0
1056,3,67600.0
1057,0,56500.0
1058,2,1800.0
1059,0,96500.0
1060,2,73900.0
1061,0,12000.0
1062,1,20000.0
1063,0,49200.0
1064,2,53400.0
1065,2,94900.0
1066,2,97200.0
1067,1,14800.0
1068,4,33300.0
1069,0,51200.0
1070,1,39100.0
1071,1,128500.0
1072,0,53500.0
1073,0,17600.0
1074,2,59700.0
1075,1,88600.0
1076,0,14500.0
1077,1,55600.0
1078,1,37500.0
1079,0,16600.0
1080,1,37300.0
1081,4,121100.0
1082,0,148300.0
1083,0,59600.0
1084,1,124400.0
1085,1,13600.0
1086,2,16900.0
1087,1,47500.0
1088,1,92700.0
1089,0,37200.0
1090,1,36200.0
1091,0,89500.0
1092,2,27600.0
1093,3,16100.0
1094,0,36300.0
1095,1,46800.0
1096,1,46900.0
1097,0,25000.0
1098,0,10400.0
1099,1,11400.0
1100,2,12300.0
1101,1,98800.0
1102,1,21500.0
1103,4,38900.0
1104,2,75600.0
1105,1,3800.0
1106,3,8500.0
1107,2,8400.0
1108,3,18700.0
1109,0,89700.0
1110,1,201500.0
1111,0,16400.0
1112,1,142800.0
1113,0,71500.0
1114,0,32700.0
1115,3,78300.0
1116,2,38200.0
1117,1,37600.0
1118,2,22800.0
1119,0,4500.0
1120,0,29600.0
1121,2,30000.0
1122,0,31000.0
1123,1,
1124,0,2800.0
1125,1,118400.0
1126,3,89800.0
1127,1,900.0
1128,2,94400.0
1129,1,31800.0
1130,1,41400.0
1131,1,73400.0
1132,2,23200.0
1133,1,4900.0
1134,0,25600.0
1135,0,11300.0
1136,1,10800.0
1137,1,90400.0
1138,2,36700.0
1139,0,45100.0
1140,1,21000.0
1141,0,21900.0
1142,2,30200.0
1143,1,25200.0
1144,0,48200.0
1145,1,59800.0
1146,1,56300.0
1147,1,50800.0
1148,2,135300.0
1149,0,16000.0
1150,2,7600.0
1151,1,9100.0
1152,3,15400.0
1153,0,31100.0
1154,2,36700.0
1155,0,22000.0
1156,2,34900.0
1157,0,14400.0
1158,0,9400.0
1159,0,66100.0
1160,2,64900.0
1161,2,40200.0
1162,2,38900.0
1163,0,62500.0
1164,0,89600.0
1165,3,42600.0
1166,3,13800.0
1167,2,30200.0
1168,2,30400.0
1169,1,25300.0
1170,1,46500.0
1171,1,37100.0
1172,1,77800.0
1173,0,46900.0
1174,1,48300.0
1175,2,62500.0
1176,2,41400.0
1177,1,41200.0
1178,4,73400.0
1179,1,61800.0
1180,3,14900.0
1181,1,147200.0
1182,1,180900.0
1183,2,90200.0
1184,2,65100.0
1185,0,16400.0
1186,0,32500.0
1187,2,41400.0
1188,1,32800.0
1189,1,31400.0
1190,2,52200.0
1191,1,48000.0
1192,2,104200.0
1193,1,72700.0
1194,4,19400.0
1195,2,44600.0
1196,3,52500.0
1197,0,
1198,3,53200.0
1199,0,51100.0
1200,2,27500.0
1201,0,58600.0
1202,2,15600.0
1203,1,74700.0
1204,3,105200.0
1205,2,155400.0
1206,3,112600.0
1207,2,108700.0
1208,0,10500.0
1209,0,47900.0
1210,1,16300.0
1211,3,0.0
1212,1,71100.0
1213,3,48900.0
1214,1,68900.0
1215,2,155800.0
1216,2,37200.0
1217,2,32200.0
1218,3,51500.0
1219,1,40700.0
1220,1,50100.0
1221,5,37600.0
1222,1,63500.0
1223,1,86800.0
1224,0,128700.0
1225,1,36200.0
1226,0,
1227,1,6600.0
1228,2,40600.0
1229,1,67300.0
1230,0,61900.0
1231,0,120500.0
1232,3,30700.0
1233,2,65500.0
1234,2,63400.0
1235,3,0.0
1236,1,32700.0
1237,1,39700.0
1238,2,59100.0
1239,3,50400.0
1240,1,56400.0
1241,0,51000.0
1242,0,46300.0
1243,0,22800.0
1244,3,15600.0
1245,2,106500.0
1246,0,144300.0
1247,2,110400.0
1248,0,43900.0
1249,1,63300.0
1250,2,4800.0
1251,0,64400.0
1252,1,12500.0
1253,1,9600.0
1254,1,49600.0
1255,1,65200.0
1256,1,74200.0
1257,0,29500.0
1258,2,47800.0
1259,0,82900.0
1260,0,47400.0
1261,1,58100.0
1262,1,89200.0
1263,1,13600.0
1264,1,149500.0
1265,2,199200.0
1266,1,16900.0
1267,2,41000.0
1268,2,90600.0
1269,0,67400.0
1270,1,22500.0
1271,0,84900.0
1272,0,27400.0
1273,1,90100.0
1274,0,17600.0
1275,2,19700.0
1276,1,38800.0
1277,2,54900.0
1278,0,36400.0
1279,2,55400.0
1280,2,28800.0
1281,0,63000.0
1282,0,13700.0
1283,3,30600.0
1284,2,50200.0
1285,1,49700.0
1286,0,83600.0
1287,2,21900.0
1288,0,52100.0
1289,3,25600.0
1290,1,14200.0
1291,1,59900.0
1292,3,51800.0
1293,0,88600.0
1294,1,65900.0
1295,3,54300.0
1296,0,129300.0
1297,3,39600.0
1298,1,27000.0
1299,2,5500.0
1300,2,16800.0
1301,0,90900.0
1302,0,81400.0
1303,0,48600.0
1304,1,22400.0
1305,0,29000.0
1306,2,64000.0
1307,1,32500.0
1308,1,15400.0
1309,2,25800.0
1310,1,106100.0
1311,1,55600.0
1312,1,8200.0
1313,1,25100.0
1314,2,64600.0
1315,2,112900.0
1316,2,21800.0
1317,1,4100.0
1318,0,66900.0
1319,3,30500.0
1320,4,23600.0
1321,2,25900.0
1322,2,7700.0
1323,3,7800.0
1324,1,52000.0
1325,0,42100.0
1326,1,100300.0
1327,3,23700.0
1328,3,122000.0
1329,2,52700.0
1330,0,
1331,1,125800.0
1332,1,20000.0
1333,2,74800.0
1334,2,54900.0
1335,0,65800.0
1336,1,7900.0
1337,1,78400.0
1338,0,33700.0
1339,1,9900.0
1340,4,
1341,0,53700.0
1342,2,13900.0
1343,1,35300.0
1344,1,60900.0
1345,0,68700.0
1346,3,15800.0
1347,2,39100.0
1348,1,24500.0
1349,0,22200.0
1350,1,26100.0
1351,0,90500.0
1352,2,35700.0
1353,0,52000.0
1354,0,126100.0
1355,1,36100.0
1356,1,65500.0
1357,2,84800.0
1358,0,24500.0
1359,1,96000.0
1360,1,72400.0
1361,0,23100.0
1362,1,125500.0
1363,0,41600.0
1364,3,47000.0
1365,0,98400.0
1366,3,4800.0
1367,0,104400.0
1368,1,62900.0
1369,0,67500.0
1370,2,172200.0
1371,1,51700.0
1372,0,32900.0
1373,3,22900.0
1374,4,36400.0
1375,1,16800.0
1376,1,32500.0
1377,3,100900.0
1378,0,111200.0
1379,0,5000.0
1380,2,26600.0
1381,1,40400.0
1382,0,35400.0
1383,1,5900.0
1384,3,41000.0
1385,1,38700.0
1386,2,96800.0
1387,1,6500.0
1388,2,18600.0
1389,2,169600.0
1390,0,42600.0
1391,3,20300.0
1392,2,11300.0
1393,1,122900.0
1394,2,5800.0
1395,1,35700.0
1396,2,99800.0
1397,2,35200.0
1398,1,128600.0
1399,3,70000.0
1400,0,
1401,1,12400.0
1402,1,10700.0
1403,3,264200.0
1404,1,159600.0
1405,4,78400.0
1406,1,18000.0
1407,0,11700.0
1408,0,18500.0
1409,1,48700.0
1410,1,42800.0
1411,1,39000.0
1412,1,55500.0
1413,2,42000.0
1414,1,0.0
1415,2,112800.0
1416,1,90200.0
1417,0,26500.0
1418,0,16200.0
1419,2,17200.0
1420,4,3700.0
1421,1,42800.0
1422,1,70100.0
1423,1,81600.0
1424,0,72100.0
1425,2,31400.0
1426,1,89100.0
1427,3,12200.0
1428,0,20000.0
1429,2,84300.0
1430,1,55300.0
1431,2,276300.0
1432,1,6500.0
1433,1,62300.0
1434,1,33900.0
1435,1,5500.0
1436,1,65900.0
1437,4,42300.0
1438,1,47400.0
1439,3,107700.0
1440,1,102900.0
1441,0,102300.0
1442,0,20700.0
1443,1,19600.0
1444,0,21100.0
1445,3,36600.0
1446,0,61500.0
1447,2,26100.0
1448,0,33400.0
1449,0,88900.0
1450,1,19700.0
1451,1,33800.0
1452,2,25500.0
1453,1,81100.0
1454,1,46800.0
1455,1,93100.0
1456,2,90000.0
1457,3,18300.0
1458,1,38100.0
1459,1,9800.0
1460,2,35300.0
1461,1,33900.0
1462,3,125500.0
1463,1,5800.0
1464,3,44800.0
1465,1,38300.0
1466,1,10200.0
1467,2,55200.0
1468,1,61500.0
1469,0,161000.0
1470,0,70100.0
1471,0,95500.0
1472,2,47600.0
1473,2,24000.0
1474,0,118800.0
1475,4,98300.0
1476,3,
1477,1,68700.0
1478,1,22800.0
1479,2,18900.0
1480,2,90900.0
1481,2,35000.0
1482,0,56200.0
1483,1,122800.0
1484,3,24500.0
1485,1,41300.0
1486,3,13100.0
1487,3,16600.0
1488,1,900.0
1489,1,50100.0
1490,4,44000.0
1491,1,111300.0
1492,4,29000.0
1493,3,58200.0
1494,1,80600.0
1495,1,114200.0
1496,0,77800.0
1497,1,36400.0
1498,1,125500.0
1499,1,11200.0
1500,1,74500.0
1501,0,27300.0
1502,0,52800.0
1503,2,23200.0
1504,2,38500.0
1505,2,28100.0
1506,1,57900.0
