,X,Y
1507,1,18300.0
1508,4,68700.0
1509,2,93700.0
1510,3,70600.0
1511,0,13600.0
1512,1,41900.0
1513,2,36500.0
1514,0,39700.0
1515,0,43600.0
1516,2,19700.0
1517,2,
1518,1,50300.0
1519,1,21200.0
1520,2,44200.0
1521,0,62900.0
1522,1,24900.0
1523,2,101700.0
1524,2,57500.0
1525,2,70700.0
1526,1,61600.0
1527,3,58900.0
1528,2,27000.0
1529,1,51000.0
1530,4,
1531,1,101300.0
1532,1,42500.0
1533,1,5300.0
1534,0,71000.0
1535,1,115400.0
1536,1,42300.0
1537,0,37100.0
1538,3,19000.0
1539,1,57000.0
1540,2,99500.0
1541,2,98200.0
1542,0,16000.0
1543,2,72500.0
1544,2,64600.0
1545,2,99200.0
1546,3,81400.0
1547,0,15700.0
1548,0,50800.0
1549,0,22800.0
1550,1,20700.0
1551,1,45200.0
1552,1,64300.0
1553,3,13800.0
1554,1,92000.0
1555,3,
1556,2,85600.0
1557,2,31700.0
1558,3,50300.0
1559,0,1100.0
1560,2,1300.0
1561,1,132600.0
1562,1,50600.0
1563,3,35700.0
1564,1,21300.0
1565,2,69300.0
1566,1,72200.0
1567,0,48600.0
1568,2,29100.0
1569,2,46500.0
1570,0,37900.0
1571,3,36300.0
1572,0,9100.0
1573,3,14100.0
1574,0,8800.0
1575,1,48400.0
1576,1,
1577,3,8000.0
1578,1,17700.0
1579,2,104800.0
1580,0,59600.0
1581,0,
1582,2,29100.0
1583,1,25200.0
1584,1,94100.0
1585,4,50400.0
1586,1,43400.0
1587,0,30200.0
1588,1,67500.0
1589,2,49900.0
1590,1,113500.0
1591,0,87100.0
1592,4,30600.0
1593,2,76000.0
1594,1,68500.0
1595,1,57600.0
1596,4,25200.0
1597,0,42900.0
1598,2,108200.0
1599,0,165900.0
1600,1,78100.0
1601,0,54300.0
1602,0,34500.0
1603,2,16600.0
1604,1,32100.0
1605,0,81900.0
1606,1,55300.0
1607,1,86300.0
1608,1,36800.0
1609,1,50500.0
1610,3,70800.0
1611,2,35300.0
1612,3,49500.0
1613,1,12200.0
1614,1,11500.0
1615,0,7100.0
1616,2,79800.0
1617,1,83200.0
1618,1,22400.0
1619,3,106500.0
1620,0,45400.0
1621,0,64000.0
1622,1,53100.0
1623,1,15300.0
1624,1,31000.0
1625,2,11500.0
1626,1,107700.0
1627,1,9300.0
1628,1,7300.0
1629,1,22400.0
1630,0,13400.0
1631,1,77600.0
1632,1,24600.0
1633,2,31400.0
1634,1,78400.0
1635,1,
1636,2,64500.0
1637,2,44700.0
1638,2,53800.0
1639,3,70300.0
1640,2,19700.0
1641,1,7300.0
1642,0,48000.0
1643,1,58200.0
1644,2,18100.0
1645,1,38700.0
1646,1,19900.0
1647,2,43600.0
1648,1,20500.0
1649,1,36700.0
1650,1,125400.0
1651,1,22300.0
1652,1,90500.0
1653,1,59600.0
1654,0,68200.0
1655,2,23100.0
1656,2,39100.0
1657,3,111900.0
1658,0,39900.0
1659,1,16300.0
1660,3,59800.0
1661,0,47400.0
1662,0,28800.0
1663,1,99900.0
1664,2,103100.0
1665,3,74400.0
1666,1,44200.0
1667,1,54200.0
1668,1,99700.0
1669,2,14700.0
1670,1,2500.0
1671,0,13600.0
1672,5,51000.0
1673,2,76600.0
1674,1,26500.0
1675,1,23400.0
1676,2,301300.0
1677,3,266800.0
1678,2,4700.0
1679,2,16300.0
1680,0,3400.0
1681,0,10300.0
1682,0,10500.0
1683,3,33900.0
1684,1,87700.0
1685,2,39300.0
1686,0,92900.0
1687,3,2400.0
1688,1,
1689,2,93400.0
1690,1,27900.0
1691,1,10900.0
1692,1,37000.0
1693,2,24500.0
1694,1,22800.0
1695,3,19300.0
1696,1,30700.0
1697,2,23800.0
1698,2,8800.0
1699,2,67700.0
1700,1,23500.0
1701,2,82500.0
1702,3,148400.0
1703,2,
1704,2,21600.0
1705,0,8900.0
1706,2,31500.0
1707,2,40200.0
1708,1,13000.0
1709,1,51100.0
1710,0,41300.0
1711,2,57500.0
1712,0,191700.0
1713,1,72700.0
1714,1,29600.0
1715,0,20300.0
1716,2,28600.0
1717,2,34000.0
1718,1,34000.0
1719,2,103900.0
1720,2,12400.0
1721,3,32800.0
1722,0,33600.0
1723,1,63700.0
1724,0,35500.0
1725,0,144000.0
1726,0,24400.0
1727,2,58100.0
1728,2,21800.0
1729,1,56200.0
1730,0,109600.0
1731,1,79100.0
1732,2,36800.0
1733,0,86400.0
1734,1,13300.0
1735,2,14400.0
1736,1,142500.0
1737,2,36500.0
1738,0,106600.0
1739,0,36100.0
1740,2,52500.0
1741,2,11600.0
1742,1,31400.0
1743,2,77900.0
1744,3,35200.0
1745,1,5000.0
1746,1,39400.0
1747,1,79100.0
1748,5,79300.0
1749,1,30000.0
1750,0,17200.0
1751,2,73500.0
1752,2,37100.0
1753,2,14900.0
1754,1,129700.0
1755,1,76300.0
1756,1,19800.0
1757,0,95700.0
1758,1,70100.0
1759,1,34700.0
1760,0,92800.0
1761,1,19400.0
1762,0,56700.0
1763,2,48900.0
1764,1,48000.0
1765,1,35200.0
1766,2,11000.0
1767,0,113100.0
1768,3,40400.0
1769,2,36000.0
1770,1,25700.0
1771,2,93100.0
1772,1,128200.0
1773,1,66800.0
1774,1,119800.0
1775,2,49500.0
1776,1,9500.0
1777,2,63500.0
1778,4,108600.0
1779,0,26400.0
1780,1,19100.0
1781,2,132500.0
1782,1,56200.0
1783,0,15200.0
1784,2,44200.0
1785,1,31500.0
1786,0,25100.0
1787,1,56100.0
1788,0,34700.0
1789,2,100600.0
1790,1,14200.0
1791,3,16700.0
1792,3,13000.0
1793,0,10600.0
1794,1,29800.0
1795,1,97400.0
1796,1,182900.0
1797,2,29500.0
1798,2,27500.0
1799,3,102700.0
1800,2,38000.0
1801,2,164500.0
1802,4,95500.0
1803,2,76100.0
1804,1,38500.0
1805,2,16800.0
1806,0,78500.0
1807,0,58100.0
1808,1,55000.0
1809,2,51200.0
1810,0,8300.0
1811,1,6600.0
1812,2,116400.0
1813,1,16900.0
1814,0,39200.0
1815,0,32500.0
1816,1,38000.0
1817,4,53100.0
1818,0,61900.0
1819,2,133200.0
1820,1,105200.0
1821,1,19300.0
1822,2,38600.0
1823,2,133300.0
1824,1,64900.0
1825,1,52000.0
1826,1,4500.0
1827,2,19900.0
1828,2,19800.0
1829,1,48600.0
1830,2,85800.0
1831,0,71600.0
1832,1,90800.0
1833,1,28900.0
1834,3,76300.0
1835,1,45300.0
1836,1,70200.0
1837,0,34300.0
1838,1,16900.0
1839,0,34900.0
1840,0,42100.0
1841,0,32500.0
1842,1,66700.0
1843,2,78500.0
1844,4,6800.0
1845,1,26300.0
1846,0,27400.0
1847,1,26300.0
1848,1,15100.0
1849,2,31200.0
1850,1,38100.0
1851,2,69900.0
1852,1,55300.0
1853,2,141600.0
1854,2,74400.0
1855,1,99700.0
1856,2,16700.0
1857,0,1300.0
1858,1,54300.0
1859,0,17100.0
1860,1,9300.0
1861,2,24500.0
1862,3,21700.0
1863,2,47300.0
1864,1,30100.0
1865,1,103400.0
1866,1,
1867,2,20600.0
1868,2,110000.0
1869,2,15700.0
1870,3,61000.0
1871,0,29700.0
1872,0,29500.0
1873,2,28000.0
1874,1,38200.0
1875,2,12700.0
1876,1,59100.0
1877,2,27700.0
1878,0,180900.0
1879,0,94900.0
1880,4,7900.0
1881,0,36700.0
1882,0,59100.0
1883,2,42300.0
1884,0,13300.0
1885,2,20700.0
1886,2,33700.0
1887,0,28500.0
1888,0,24300.0
1889,1,30500.0
1890,0,37600.0
1891,0,74300.0
1892,2,38800.0
1893,2,21200.0
1894,3,28600.0
1895,1,33900.0
1896,0,49400.0
1897,2,79900.0
1898,3,55900.0
1899,3,69300.0
1900,2,39300.0
1901,2,34500.0
1902,1,86800.0
1903,0,25900.0
1904,2,52300.0
1905,3,158100.0
1906,2,71100.0
1907,2,44800.0
1908,2,12100.0
1909,1,42700.0
1910,2,16600.0
1911,2,89200.0
1912,2,65700.0
1913,2,79800.0
1914,1,74600.0
1915,1,13200.0
1916,0,123700.0
1917,3,63900.0
1918,0,4700.0
1919,1,44400.0
1920,0,32000.0
1921,0,31000.0
1922,2,113400.0
1923,1,234800.0
1924,1,16900.0
1925,1,8100.0
1926,3,32500.0
1927,3,41400.0
1928,0,67600.0
1929,1,71500.0
1930,1,500.0
1931,1,77600.0
1932,1,0.0
1933,5,154000.0
1934,0,65200.0
1935,0,74900.0
1936,1,19900.0
1937,1,54800.0
1938,1,1500.0
1939,0,6800.0
1940,2,21600.0
1941,2,16000.0
1942,2,24400.0
1943,3,30600.0
1944,1,26000.0
1945,0,55100.0
1946,1,136100.0
1947,1,34900.0
1948,1,54800.0
1949,1,183800.0
1950,1,21700.0
1951,1,68200.0
1952,1,20300.0
1953,1,12200.0
1954,1,49500.0
1955,1,17700.0
1956,0,15200.0
1957,1,88600.0
1958,1,57800.0
1959,2,10500.0
1960,2,13500.0
1961,1,52200.0
1962,1,16200.0
1963,1,115100.0
1964,0,39500.0
1965,2,21300.0
1966,1,23400.0
1967,1,14900.0
1968,0,43000.0
1969,2,17000.0
1970,1,10500.0
1971,2,85900.0
1972,1,0.0
1973,3,9900.0
1974,2,24800.0
1975,1,9700.0
1976,1,16800.0
1977,1,68500.0
1978,1,35900.0
1979,0,69500.0
1980,1,12700.0
1981,1,36200.0
1982,2,93500.0
1983,0,19600.0
1984,1,29400.0
1985,2,6700.0
1986,1,27200.0
1987,3,89700.0
1988,3,44800.0
1989,2,46600.0
1990,1,142300.0
1991,3,32100.0
1992,2,1000.0
1993,2,42300.0
1994,1,36900.0
1995,1,40200.0
1996,1,22000.0
1997,1,171900.0
1998,4,
1999,0,43200.0
2000,1,10000.0
2001,0,13600.0
2002,3,61500.0
2003,1,51800.0
2004,1,140800.0
2005,2,8200.0
2006,0,6200.0
2007,4,12200.0
2008,1,62900.0
2009,2,42500.0
2010,3,91600.0
2011,2,5400.0
2012,0,83200.0
2013,1,104500.0
2014,3,41400.0
2015,1,58400.0
2016,0,12000.0
2017,1,74800.0
2018,1,187200.0
2019,3,72900.0
2020,0,32800.0
2021,1,25200.0
2022,0,
2023,3,40100.0
2024,0,75700.0
2025,2,22400.0
2026,0,60200.0
2027,2,20600.0
2028,3,87600.0
2029,0,61700.0
2030,2,39300.0
2031,3,63300.0
2032,1,21300.0
2033,1,37500.0
2034,1,
2035,3,40400.0
2036,1,39800.0
2037,0,46300.0
2038,0,68200.0
2039,2,58200.0
2040,0,55300.0
2041,3,86100.0
2042,3,161200.0
2043,0,16400.0
2044,2,8300.0
2045,0,42800.0
2046,2,45100.0
2047,0,92500.0
2048,1,40900.0
2049,0,98500.0
2050,0,65800.0
2051,2,22800.0
2052,2,13700.0
2053,0,71600.0
2054,2,48700.0
2055,3,18700.0
2056,4,39200.0
2057,2,20100.0
2058,3,52800.0
2059,0,88300.0
2060,1,36500.0
2061,0,99100.0
2062,0,75400.0
2063,3,76600.0
2064,0,42400.0
2065,0,11100.0
2066,3,200000.0
2067,1,25200.0
2068,1,54700.0
2069,2,23300.0
2070,3,81200.0
2071,2,2400.0
2072,0,28200.0
2073,0,72600.0
2074,2,90900.0
2075,0,28400.0
2076,3,89300.0
2077,1,
2078,1,23500.0
2079,1,21500.0
2080,0,201200.0
2081,1,93000.0
2082,3,32600.0
2083,2,62900.0
2084,1,56600.0
2085,4,10100.0
2086,1,60400.0
2087,0,12700.0
2088,2,129700.0
2089,1,37500.0
2090,1,58000.0
2091,0,121100.0
2092,2,15100.0
2093,3,28300.0
2094,1,29600.0
2095,2,11500.0
2096,0,74800.0
2097,0,58200.0
2098,0,48300.0
2099,4,14000.0
2100,2,12000.0
2101,4,61400.0
2102,1,41600.0
2103,1,131000.0
2104,0,18300.0
2105,3,74500.0
2106,0,10300.0
2107,3,93000.0
2108,1,24100.0
2109,1,67500.0
2110,1,80500.0
2111,0,132900.0
2112,1,47700.0
2113,1,98200.0
2114,0,3100.0
2115,0,120800.0
2116,1,31500.0
2117,1,102400.0
2118,2,13300.0
2119,1,13800.0
2120,1,95000.0
2121,2,96000.0
2122,0,35900.0
2123,1,17200.0
2124,1,64900.0
2125,2,33900.0
2126,3,3200.0
2127,0,10700.0
2128,2,9200.0
2129,1,13200.0
2130,1,21400.0
2131,2,104400.0
2132,2,29400.0
2133,0,58100.0
2134,4,122400.0
2135,2,23400.0
2136,1,5200.0
2137,1,21800.0
2138,2,119100.0
2139,4,4700.0
2140,1,37700.0
2141,5,27300.0
2142,1,8500.0
2143,1,13900.0
2144,0,75900.0
2145,2,102300.0
2146,1,19800.0
2147,1,6500.0
2148,0,141400.0
2149,2,45700.0
2150,1,133400.0
2151,1,26000.0
2152,1,21900.0
2153,3,25400.0
2154,0,97800.0
2155,2,56000.0
2156,1,33400.0
2157,2,20400.0
2158,0,15900.0
2159,1,44000.0
2160,1,9100.0
2161,0,63300.0
2162,5,37900.0
2163,4,25300.0
2164,1,22800.0
2165,1,3300.0
2166,0,6000.0
2167,0,48000.0
2168,3,35800.0
2169,2,2300.0
2170,1,33600.0
2171,3,28400.0
2172,2,41400.0
2173,0,9500.0
2174,0,72200.0
2175,1,63400.0
2176,3,34600.0
2177,0,42100.0
2178,1,67300.0
2179,2,30200.0
2180,0,2100.0
2181,2,8300.0
2182,3,125900.0
2183,1,72700.0
2184,1,36100.0
2185,1,78200.0
2186,1,19600.0
2187,2,43400.0
2188,4,43900.0
2189,2,17000.0
2190,2,56800.0
2191,0,76500.0
2192,1,22400.0
2193,2,45200.0
2194,3,8300.0
2195,0,53100.0
2196,2,
2197,2,86300.0
2198,2,81700.0
2199,3,134600.0
2200,2,214000.0
2201,2,55400.0
2202,1,2700.0
2203,0,71300.0
2204,2,22800.0
2205,1,82600.0
2206,1,22200.0
2207,3,25200.0
2208,1,67300.0
2209,1,6000.0
2210,0,107200.0
2211,2,123300.0
2212,2,124800.0
2213,0,9400.0
2214,2,10500.0
2215,2,50300.0
2216,1,12600.0
2217,1,169700.0
2218,1,39000.0
2219,2,0.0
2220,2,54400.0
2221,1,57700.0
2222,3,0.0
2223,2,17900.0
2224,1,131300.0
2225,2,27200.0
2226,2,14700.0
2227,1,36800.0
2228,0,15600.0
2229,1,20300.0
2230,2,59600.0
2231,2,40400.0
2232,4,19500.0
2233,1,81900.0
2234,1,55500.0
2235,2,50100.0
2236,2,24300.0
2237,1,115300.0
2238,1,36200.0
2239,2,12200.0
2240,1,3200.0
2241,1,7300.0
2242,1,58800.0
2243,2,38600.0
2244,2,58700.0
2245,2,2100.0
2246,0,44900.0
2247,1,14400.0
2248,0,11200.0
2249,1,25600.0
2250,1,92000.0
2251,0,103600.0
2252,0,174600.0
2253,1,125300.0
2254,3,0.0
2255,0,27300.0
2256,1,77600.0
2257,0,30100.0
2258,2,53600.0
2259,2,40500.0
2260,3,155400.0
2261,1,26700.0
2262,0,38100.0
2263,1,77200.0
2264,2,42600.0
2265,2,97000.0
2266,2,40600.0
2267,3,11100.0
2268,0,72400.0
2269,1,0.0
2270,2,130600.0
2271,0,18600.0
2272,1,39700.0
2273,2,
2274,0,66500.0
2275,1,0.0
2276,2,47600.0
2277,1,33600.0
2278,0,51300.0
2279,2,91300.0
2280,0,94900.0
2281,1,89200.0
2282,0,48900.0
2283,0,39800.0
2284,2,20800.0
2285,2,0.0
2286,1,50400.0
2287,0,20200.0
2288,1,25100.0
2289,2,59300.0
2290,2,107900.0
2291,1,63500.0
2292,1,26300.0
2293,3,17600.0
2294,4,119400.0
2295,2,93400.0
2296,0,44000.0
2297,0,84800.0
2298,0,6900.0
2299,1,53700.0
2300,2,26400.0
2301,1,56300.0
2302,0,3300.0
2303,1,27600.0
2304,3,49300.0
2305,2,43000.0
2306,0,65100.0
2307,4,38100.0
2308,1,37700.0
2309,2,49100.0
2310,1,18000.0
2311,1,130800.0
2312,3,45200.0
2313,0,136100.0
2314,4,27900.0
2315,3,29500.0
2316,3,30600.0
2317,0,73300.0
2318,2,59100.0
2319,1,46900.0
2320,1,7400.0
2321,2,82700.0
2322,3,89500.0
2323,2,54100.0
2324,1,77200.0
2325,3,16100.0
2326,1,68400.0
2327,0,100000.0
2328,3,70100.0
2329,1,41400.0
2330,2,26400.0
2331,0,36000.0
2332,1,64900.0
2333,0,49400.0
2334,2,103900.0
2335,2,52900.0
2336,0,53300.0
2337,1,90100.0
2338,1,39500.0
2339,0,
2340,1,56900.0
2341,1,77700.0
2342,1,20400.0
2343,2,74400.0
2344,1,111300.0
2345,2,47800.0
2346,2,70500.0
2347,1,54200.0
2348,2,128900.0
2349,2,78600.0
2350,2,38800.0
2351,0,16200.0
2352,3,40800.0
2353,1,106000.0
2354,0,155200.0
2355,2,39600.0
2356,1,12700.0
2357,2,
2358,1,24400.0
2359,1,47100.0
2360,1,76500.0
2361,1,16400.0
2362,0,84600.0
2363,1,47400.0
2364,3,39600.0
2365,2,
2366,3,4700.0
2367,2,25800.0
2368,1,44400.0
2369,2,4000.0
2370,1,40400.0
2371,2,124700.0
2372,2,65500.0
2373,3,68300.0
2374,1,47700.0
2375,0,55800.0
2376,2,6300.0
2377,1,97000.0
2378,3,113600.0
2379,0,26300.0
2380,2,49500.0
2381,0,76200.0
2382,3,18500.0
2383,1,7900.0
2384,1,66400.0
2385,0,19100.0
2386,2,60100.0
2387,1,33200.0
2388,2,23100.0
2389,2,30500.0
2390,0,14800.0
2391,1,33100.0
2392,0,13500.0
2393,1,53200.0
2394,0,45800.0
2395,3,37200.0
2396,0,119600.0
2397,3,71800.0
2398,1,50200.0
2399,2,13300.0
2400,0,55800.0
2401,1,68700.0
2402,1,10000.0
2403,2,39600.0
2404,4,145300.0
2405,0,29900.0
2406,1,2900.0
2407,3,44000.0
2408,2,116200.0
2409,1,44200.0
2410,0,217600.0
2411,3,23100.0
2412,1,59300.0
2413,2,20700.0
2414,1,53100.0
2415,0,57200.0
2416,1,80800.0
2417,2,66500.0
2418,2,91200.0
2419,2,45000.0
2420,1,4900.0
2421,1,3000.0
2422,1,28000.0
2423,0,35200.0
2424,1,110700.0
2425,1,21800.0
2426,0,11000.0
2427,0,64200.0
2428,1,66200.0
2429,0,47400.0
2430,0,0.0
2431,2,119000.0
2432,1,23600.0
2433,3,13400.0
2434,2,10000.0
2435,4,12800.0
2436,1,108000.0
2437,1,79300.0
2438,0,94300.0
2439,2,55700.0
2440,3,83200.0
2441,3,37600.0
2442,2,137200.0
2443,2,29200.0
2444,2,67700.0
2445,2,32900.0
2446,0,64400.0
2447,1,63200.0
2448,1,62000.0
2449,0,92000.0
2450,2,24800.0
2451,1,8500.0
2452,2,57200.0
2453,2,92600.0
2454,2,32300.0
2455,1,28900.0
2456,2,9700.0
2457,3,8200.0
2458,2,57900.0
2459,3,41600.0
2460,1,48100.0
2461,1,53700.0
2462,1,47600.0
2463,3,63400.0
2464,0,35700.0
2465,0,2900.0
2466,2,40500.0
2467,1,54400.0
2468,1,49400.0
2469,3,17500.0
2470,0,21100.0
2471,0,29400.0
2472,2,72300.0
2473,4,34000.0
2474,1,40600.0
2475,0,36800.0
2476,2,
2477,2,4500.0
2478,1,35300.0
2479,1,74700.0
2480,1,52200.0
2481,2,61800.0
2482,3,66700.0
2483,1,9000.0
2484,0,14400.0
2485,0,81600.0
2486,2,24000.0
2487,1,37700.0
2488,0,33600.0
2489,1,72500.0
2490,1,27100.0
2491,1,20800.0
2492,2,72500.0
2493,2,
2494,0,94900.0
2495,0,91400.0
2496,2,6300.0
2497,3,22800.0
2498,4,19300.0
2499,5,69500.0
2500,1,11300.0
2501,2,26000.0
2502,1,41100.0
2503,0,14600.0
2504,2,81600.0
2505,0,74000.0
2506,2,59600.0
2507,1,70000.0
2508,2,50600.0
2509,3,75300.0
2510,1,26900.0
2511,2,25300.0
2512,1,72500.0
2513,1,31200.0
2514,3,73000.0
2515,4,21700.0
2516,1,
2517,0,47200.0
2518,1,126800.0
2519,4,29700.0
2520,2,27500.0
2521,0,73600.0
2522,3,16100.0
2523,0,16400.0
2524,2,16500.0
2525,0,107600.0
2526,2,85600.0
2527,1,119400.0
2528,1,23600.0
2529,3,38200.0
2530,3,109400.0
2531,3,121800.0
2532,2,12300.0
2533,2,127800.0
2534,1,85600.0
2535,0,55700.0
2536,1,14000.0
2537,2,45400.0
2538,0,21400.0
2539,1,23900.0
2540,3,59700.0
2541,2,21300.0
2542,0,35300.0
2543,1,51700.0
2544,4,9100.0
2545,2,58200.0
2546,1,18200.0
2547,2,33000.0
2548,0,24200.0
2549,2,19400.0
2550,1,42700.0
2551,2,36700.0
2552,2,7500.0
2553,1,69400.0
2554,2,1100.0
2555,2,39900.0
2556,0,58600.0
2557,0,55000.0
2558,0,44900.0
2559,2,58800.0
2560,3,7000.0
2561,2,31400.0
2562,1,36400.0
2563,3,25300.0
2564,1,103700.0
2565,4,12400.0
2566,2,21400.0
2567,2,26000.0
2568,0,8600.0
2569,2,88800.0
2570,1,12500.0
2571,2,15100.0
2572,1,25600.0
2573,1,64800.0
2574,3,99600.0
2575,2,20200.0
2576,1,55900.0
2577,4,5700.0
2578,3,36300.0
2579,0,8400.0
2580,1,53300.0
2581,1,14200.0
2582,1,29900.0
2583,1,30100.0
2584,1,31100.0
2585,1,
2586,1,12100.0
2587,2,86900.0
2588,3,84300.0
2589,2,59400.0
2590,2,
2591,0,43000.0
2592,1,70900.0
2593,1,55000.0
2594,1,7200.0
2595,2,41900.0
2596,3,72500.0
2597,2,48500.0
2598,0,66600.0
2599,1,9600.0
2600,1,23600.0
2601,2,44300.0
2602,1,6000.0
2603,2,6500.0
2604,0,104100.0
2605,0,24100.0
2606,0,127100.0
2607,1,8300.0
2608,0,72300.0
2609,0,61800.0
2610,3,25800.0
2611,2,20200.0
2612,2,27300.0
2613,0,108200.0
2614,1,30700.0
2615,1,44200.0
2616,3,17200.0
2617,0,26500.0
2618,0,198900.0
2619,1,14200.0
2620,2,30600.0
2621,2,110500.0
2622,1,16400.0
2623,0,20800.0
2624,1,4300.0
2625,1,97600.0
2626,2,46800.0
2627,3,17900.0
2628,4,7000.0
2629,1,61800.0
2630,0,54200.0
2631,2,74900.0
2632,3,37600.0
2633,2,
2634,3,37700.0
2635,0,24500.0
2636,2,81800.0
2637,2,14200.0
2638,4,37900.0
2639,1,107000.0
2640,2,52300.0
2641,0,35300.0
2642,2,18700.0
2643,1,29700.0
2644,2,59500.0
2645,2,109200.0
2646,2,135300.0
2647,1,88200.0
2648,1,26100.0
2649,1,53700.0
2650,1,24500.0
2651,1,56700.0
2652,1,57700.0
2653,1,142600.0
2654,2,96000.0
2655,1,193400.0
2656,1,162900.0
2657,3,100500.0
2658,1,56600.0
2659,0,36600.0
2660,2,13000.0
2661,2,74600.0
2662,0,18900.0
2663,1,
2664,1,20300.0
2665,0,212600.0
2666,2,
2667,1,56000.0
2668,2,66900.0
2669,2,32200.0
2670,1,38100.0
2671,3,10500.0
2672,1,29200.0
2673,2,5900.0
2674,2,56300.0
2675,3,49800.0
2676,3,
2677,2,57900.0
2678,1,41600.0
2679,0,5800.0
2680,2,46700.0
2681,0,157800.0
2682,0,21600.0
2683,3,61000.0
2684,0,57800.0
2685,0,36500.0
2686,4,5900.0
2687,2,40500.0
2688,0,69200.0
2689,2,17700.0
2690,2,29600.0
2691,3,35900.0
2692,0,40700.0
2693,1,22500.0
2694,3,105500.0
2695,0,126900.0
2696,2,217300.0
2697,2,68400.0
2698,2,55700.0
2699,1,69600.0
2700,0,19600.0
2701,2,4700.0
2702,1,32300.0
2703,2,58900.0
2704,0,30600.0
2705,1,72700.0
2706,2,14400.0
2707,0,33900.0
2708,1,58100.0
2709,1,17900.0
2710,1,57800.0
2711,2,14100.0
2712,1,27200.0
2713,3,39500.0
2714,2,29200.0
2715,3,25400.0
2716,2,8100.0
2717,2,74400.0
2718,1,53800.0
2719,4,800.0
2720,1,94100.0
2721,1,83200.0
2722,1,12200.0
2723,1,106500.0
2724,0,56600.0
2725,2,27600.0
2726,2,131500.0
2727,0,14700.0
2728,2,24300.0
2729,2,84600.0
2730,5,8600.0
2731,2,21100.0
2732,1,23500.0
2733,1,21900.0
2734,2,
2735,3,58800.0
2736,0,14800.0
2737,3,22200.0
2738,0,53300.0
2739,0,27400.0
2740,1,26600.0
2741,4,82400.0
2742,1,104000.0
2743,1,42300.0
2744,1,38500.0
2745,2,39800.0
2746,2,75500.0
2747,1,64900.0
2748,1,26200.0
2749,1,20100.0
2750,2,52600.0
2751,2,94500.0
2752,1,27300.0
2753,2,17700.0
2754,3,10100.0
2755,2,20200.0
2756,1,29600.0
2757,2,11000.0
2758,0,74100.0
2759,2,72400.0
2760,1,20000.0
2761,2,132200.0
2762,0,41300.0
2763,2,73500.0
2764,3,55200.0
2765,0,58700.0
2766,1,44300.0
2767,0,78800.0
2768,2,22100.0
2769,1,12900.0
2770,1,32100.0
2771,1,14200.0
2772,2,43400.0
2773,4,8800.0
2774,0,15800.0
2775,2,23300.0
2776,2,18100.0
2777,1,54100.0
2778,1,108100.0
2779,1,25600.0
2780,4,10000.0
2781,3,0.0
2782,2,39600.0
2783,1,61300.0
2784,1,28600.0
2785,2,49700.0
2786,1,52600.0
2787,1,33900.0
2788,0,33100.0
2789,2,
2790,1,64800.0
2791,0,4800.0
2792,2,50600.0
2793,2,29300.0
2794,1,73200.0
2795,2,41700.0
2796,1,68700.0
2797,2,41000.0
2798,2,10700.0
2799,2,6100.0
2800,1,9600.0
2801,0,19700.0
2802,2,49700.0
2803,1,45800.0
2804,0,
2805,1,21600.0
2806,2,16900.0
2807,1,33300.0
2808,1,
2809,3,86400.0
2810,2,34800.0
2811,3,21600.0
2812,0,65000.0
2813,1,110700.0
2814,2,29000.0
2815,0,99400.0
2816,2,32100.0
2817,1,84000.0
2818,1,
2819,2,47600.0
2820,1,67300.0
2821,0,12100.0
2822,1,45700.0
2823,2,125800.0
2824,1,50300.0
2825,1,87000.0
2826,1,98500.0
2827,2,14000.0
2828,2,9600.0
2829,1,87200.0
2830,2,60400.0
2831,1,7700.0
2832,4,164600.0
2833,0,10200.0
2834,3,10500.0
2835,3,9100.0
2836,0,17400.0
2837,2,39300.0
2838,0,23300.0
2839,1,38700.0
2840,2,31600.0
2841,0,143200.0
2842,1,11900.0
2843,2,61900.0
2844,0,23800.0
2845,3,30000.0
2846,0,17500.0
2847,0,23200.0
2848,2,35500.0
2849,2,73500.0
2850,1,
2851,1,14000.0
2852,1,40100.0
2853,2,88300.0
2854,2,15600.0
2855,1,14900.0
2856,2,58400.0
2857,2,14300.0
2858,1,52000.0
2859,1,34600.0
2860,0,85100.0
2861,2,58300.0
2862,0,59400.0
2863,3,104100.0
2864,1,17600.0
2865,1,39800.0
2866,3,69300.0
2867,1,98200.0
2868,1,41200.0
2869,0,31700.0
2870,1,75400.0
2871,1,60100.0
2872,1,50600.0
2873,3,42100.0
2874,1,89400.0
2875,2,26900.0
2876,1,34200.0
2877,2,61000.0
2878,0,64400.0
2879,0,58200.0
2880,2,77200.0
2881,2,40500.0
2882,1,41000.0
2883,1,104000.0
2884,0,31900.0
2885,1,56400.0
2886,1,12100.0
2887,3,123700.0
2888,2,86200.0
2889,0,124500.0
2890,1,80400.0
2891,1,53200.0
2892,1,46900.0
2893,1,31200.0
2894,4,24100.0
2895,1,34500.0
2896,2,138700.0
2897,3,94200.0
2898,0,112200.0
2899,1,107900.0
2900,0,10200.0
2901,1,31100.0
2902,1,37500.0
2903,1,3100.0
2904,2,31100.0
2905,2,23000.0
2906,2,44800.0
2907,1,48500.0
2908,2,107100.0
2909,2,56300.0
2910,0,9500.0
2911,1,30500.0
2912,1,76100.0
2913,2,7400.0
2914,1,39300.0
2915,0,20300.0
2916,1,52000.0
2917,1,23700.0
2918,2,43600.0
2919,1,20700.0
2920,2,
